date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,source_row_id
2026-06-28,2026,6,28,chokepoint2,Panama Canal,9,4,2,7,11,22,33,303392,172918,7534,34269,332579,518114,850694,4314
2026-06-29,2026,6,29,chokepoint2,Panama Canal,6,3,2,0,18,11,29,247677,116828,12571,0,460951,377076,838028,4315
2026-06-30,2026,6,30,chokepoint2,Panama Canal,7,6,0,4,14,17,31,287956,256401,0,8423,343287,552781,896068,4316
2026-06-01,2026,6,1,chokepoint3,Bosporus Strait,17,19,35,0,19,71,90,136392,488106,81146,0,473002,705644,1178646,8665
2026-06-02,2026,6,2,chokepoint3,Bosporus Strait,9,14,21,0,17,44,61,59425,368104,45451,0,425124,472981,898106,8666
2026-06-03,2026,6,3,chokepoint3,Bosporus Strait,8,14,29,0,20,51,71,61289,279516,48276,0,206110,389081,595192,8667
2026-06-04,2026,6,4,chokepoint3,Bosporus Strait,9,21,46,0,16,76,92,61424,537463,57215,0,808201,656103,1464305,8668
2026-06-05,2026,6,5,chokepoint3,Bosporus Strait,9,20,30,0,24,59,83,66850,499494,61926,0,602742,628271,1231014,8669
2026-06-06,2026,6,6,chokepoint3,Bosporus Strait,12,18,34,1,17,65,82,111633,661103,111883,1576,479403,886195,1365599,8670
2026-06-07,2026,6,7,chokepoint3,Bosporus Strait,11,16,26,1,17,54,71,48548,242854,41197,571,608763,333172,941935,8671
2026-06-08,2026,6,8,chokepoint3,Bosporus Strait,5,21,30,0,25,56,81,21073,431034,55977,0,290489,508085,798575,8672
2026-06-09,2026,6,9,chokepoint3,Bosporus Strait,15,16,42,0,27,73,100,89976,530471,122364,0,562587,742813,1305400,8673
2026-06-10,2026,6,10,chokepoint3,Bosporus Strait,13,16,40,1,15,70,85,97652,328039,81060,3508,101454,510260,611715,8674
2026-06-11,2026,6,11,chokepoint3,Bosporus Strait,3,15,30,1,22,49,71,9895,373838,58432,0,593906,442166,1036073,8675
2026-06-12,2026,6,12,chokepoint3,Bosporus Strait,14,15,29,1,16,59,75,84749,318508,81442,970,485453,485672,971125,8676
2026-06-13,2026,6,13,chokepoint3,Bosporus Strait,13,12,41,0,22,66,88,76988,200925,81600,0,561713,359514,921227,8677
2026-06-14,2026,6,14,chokepoint3,Bosporus Strait,8,18,40,0,23,66,89,53421,400959,81409,0,298928,535789,834718,8678
2026-06-15,2026,6,15,chokepoint3,Bosporus Strait,8,22,26,0,21,56,77,46951,935446,43581,0,509864,1025979,1535844,8679
2026-06-16,2026,6,16,chokepoint3,Bosporus Strait,9,18,31,1,19,59,78,53162,577514,62279,0,359802,692956,1052758,8680
2026-06-17,2026,6,17,chokepoint3,Bosporus Strait,6,15,24,0,10,45,55,28586,370022,48791,0,48619,447401,496020,8681
2026-06-18,2026,6,18,chokepoint3,Bosporus Strait,12,22,34,0,22,68,90,61874,422983,96247,0,606176,581105,1187282,8682
2026-06-19,2026,6,19,chokepoint3,Bosporus Strait,12,15,43,0,29,70,99,71006,436969,129329,0,720391,637305,1357697,8683
2026-06-20,2026,6,20,chokepoint3,Bosporus Strait,11,18,41,1,18,71,89,89220,459023,80931,442,893874,629617,1523492,8684
2026-06-21,2026,6,21,chokepoint3,Bosporus Strait,9,16,30,0,22,55,77,43038,422677,93379,0,749414,559094,1308508,8685
2026-06-22,2026,6,22,chokepoint3,Bosporus Strait,11,12,36,0,18,59,77,78142,374252,66368,0,633472,518763,1152235,8686
2026-06-23,2026,6,23,chokepoint3,Bosporus Strait,16,14,28,0,21,58,79,135241,451812,67951,0,582020,655004,1237025,8687
2026-06-24,2026,6,24,chokepoint3,Bosporus Strait,8,20,23,0,15,51,66,42313,384064,55754,0,479039,482132,961171,8688
2026-06-25,2026,6,25,chokepoint3,Bosporus Strait,10,17,34,0,25,61,86,67825,489599,73855,0,536094,631280,1167375,8689
2026-06-26,2026,6,26,chokepoint3,Bosporus Strait,10,27,44,0,17,81,98,55768,562901,70021,0,547462,688691,1236153,8690
2026-06-27,2026,6,27,chokepoint3,Bosporus Strait,9,10,40,0,22,59,81,67758,259295,91968,0,76209,419023,495232,8691
2026-06-28,2026,6,28,chokepoint3,Bosporus Strait,10,17,19,0,17,46,63,54891,366286,40781,0,370989,461959,832949,8692
2026-06-29,2026,6,29,chokepoint3,Bosporus Strait,8,21,31,0,26,60,86,34127,766588,98819,0,848724,899535,1748260,8693
2026-06-30,2026,6,30,chokepoint3,Bosporus Strait,9,19,39,0,30,67,97,84353,791679,74276,0,593423,950310,1543733,8694
2026-06-01,2026,6,1,chokepoint4,Bab el-Mandeb Strait,5,10,6,0,20,21,41,61438,577703,56813,0,1011869,695955,1707824,11482
2026-06-02,2026,6,2,chokepoint4,Bab el-Mandeb Strait,8,9,9,1,10,27,37,86149,424531,32619,0,771515,543299,1314814,11485
2026-06-03,2026,6,3,chokepoint4,Bab el-Mandeb Strait,4,12,4,0,10,20,30,90664,545348,60910,0,587942,696923,1284866,11488
2026-06-04,2026,6,4,chokepoint4,Bab el-Mandeb Strait,8,13,6,4,16,31,47,151839,812417,29943,11984,508802,1006184,1514986,11491
2026-06-05,2026,6,5,chokepoint4,Bab el-Mandeb Strait,4,9,4,1,10,18,28,74203,405574,31185,3359,304716,514323,819039,11494
2026-06-06,2026,6,6,chokepoint4,Bab el-Mandeb Strait,6,10,5,2,17,23,40,66716,526321,26310,12640,949652,631989,1581641,11497
2026-06-07,2026,6,7,chokepoint4,Bab el-Mandeb Strait,5,8,5,1,18,19,37,72829,333794,22295,0,1079369,428918,1508288,11500
2026-06-08,2026,6,8,chokepoint4,Bab el-Mandeb Strait,7,8,6,0,10,21,31,89249,286995,13483,0,381917,389728,771645,11503
2026-06-09,2026,6,9,chokepoint4,Bab el-Mandeb Strait,4,17,3,1,13,25,38,30727,601453,20849,0,670620,653029,1323650,11506
2026-06-10,2026,6,10,chokepoint4,Bab el-Mandeb Strait,4,4,8,1,15,17,32,87206,306154,65966,4621,948069,463948,1412017,11509
2026-06-11,2026,6,11,chokepoint4,Bab el-Mandeb Strait,10,10,3,1,16,24,40,148676,494189,26856,5042,488939,674765,1163705,11512
2026-06-12,2026,6,12,chokepoint4,Bab el-Mandeb Strait,6,11,7,2,15,26,41,70573,670194,55763,0,1001619,796532,1798151,11515
2026-06-13,2026,6,13,chokepoint4,Bab el-Mandeb Strait,4,11,2,1,19,18,37,88268,367749,47093,554,853598,503666,1357264,11521
2026-06-14,2026,6,14,chokepoint4,Bab el-Mandeb Strait,7,13,3,2,8,25,33,122764,534328,69647,7267,509114,734008,1243123,11526
2026-06-15,2026,6,15,chokepoint4,Bab el-Mandeb Strait,2,12,2,3,16,19,35,37580,635680,11208,15927,460926,700398,1161325,11529
2026-06-16,2026,6,16,chokepoint4,Bab el-Mandeb Strait,4,5,1,3,12,13,25,53377,225924,1926,11599,329243,292827,622071,11532
2026-06-17,2026,6,17,chokepoint4,Bab el-Mandeb Strait,5,14,7,2,14,28,42,37030,632617,27653,6772,818697,704074,1522771,11535
2026-06-18,2026,6,18,chokepoint4,Bab el-Mandeb Strait,8,9,6,3,14,26,40,129816,446115,89359,5784,1004925,671075,1676000,11538
2026-06-19,2026,6,19,chokepoint4,Bab el-Mandeb Strait,5,9,7,3,15,24,39,55080,498999,70206,9379,885582,633666,1519248,11541
2026-06-20,2026,6,20,chokepoint4,Bab el-Mandeb Strait,8,5,3,2,21,18,39,140294,251128,3348,7449,1608081,402221,2010302,11544
2026-06-21,2026,6,21,chokepoint4,Bab el-Mandeb Strait,6,7,7,4,13,24,37,130391,130400,30792,12432,488990,304016,793006,11547
2026-06-22,2026,6,22,chokepoint4,Bab el-Mandeb Strait,6,7,3,1,12,17,29,77908,318673,19285,0,1047856,415867,1463724,11550
2026-06-23,2026,6,23,chokepoint4,Bab el-Mandeb Strait,4,10,3,2,11,19,30,36736,766137,52851,7822,419273,863548,1282822,11553
2026-06-24,2026,6,24,chokepoint4,Bab el-Mandeb Strait,5,16,2,1,12,24,36,55464,815706,17133,6431,830754,894734,1725489,11556
2026-06-25,2026,6,25,chokepoint4,Bab el-Mandeb Strait,5,19,5,2,15,31,46,71893,962093,62024,5042,687891,1101053,1788945,11559
2026-06-26,2026,6,26,chokepoint4,Bab el-Mandeb Strait,4,11,4,1,16,20,36,44651,565513,9802,2264,772243,622232,1394475,11562
2026-06-27,2026,6,27,chokepoint4,Bab el-Mandeb Strait,3,10,12,1,6,26,32,56988,509997,43749,0,561900,610734,1172634,11565
2026-06-28,2026,6,28,chokepoint4,Bab el-Mandeb Strait,3,18,2,0,14,23,37,29748,1276143,1830,0,1052433,1307722,2360155,11576
2026-06-29,2026,6,29,chokepoint4,Bab el-Mandeb Strait,6,12,4,2,11,24,35,88548,564561,6599,3352,915375,663061,1578437,11579
2026-06-30,2026,6,30,chokepoint4,Bab el-Mandeb Strait,5,13,3,3,13,24,37,59186,405474,13945,4583,847244,483189,1330434,11582
2026-06-01,2026,6,1,chokepoint5,Malacca Strait,48,60,14,3,82,125,207,1257851,2721345,86678,15136,3447186,4081011,7528198,12669
2026-06-02,2026,6,2,chokepoint5,Malacca Strait,67,56,12,4,58,139,197,2330000,3359253,75594,14611,2013607,5779459,7793067,12670
2026-06-03,2026,6,3,chokepoint5,Malacca Strait,53,55,14,12,80,134,214,1567741,3680487,85014,27304,3107979,5360548,8468528,12671
2026-06-04,2026,6,4,chokepoint5,Malacca Strait,63,54,19,7,70,143,213,1651219,2964352,107494,31220,3065470,4754287,7819758,12672
2026-06-05,2026,6,5,chokepoint5,Malacca Strait,56,56,12,7,60,131,191,1863547,3250317,62206,25161,1339388,5201231,6540620,12673
2026-06-06,2026,6,6,chokepoint5,Malacca Strait,55,61,18,7,81,141,222,1826035,3244498,40842,28516,2362161,5139893,7502054,12674
2026-06-07,2026,6,7,chokepoint5,Malacca Strait,49,49,20,6,69,124,193,1543440,3169869,76801,16391,2485877,4806503,7292380,12675
2026-06-08,2026,6,8,chokepoint5,Malacca Strait,55,75,19,8,66,157,223,2092845,3925306,83241,33911,2365641,6135305,8500946,12676
2026-06-09,2026,6,9,chokepoint5,Malacca Strait,78,58,26,7,71,169,240,2465717,3474648,191493,9230,1702385,6141090,7843475,12677
2026-06-10,2026,6,10,chokepoint5,Malacca Strait,55,74,17,6,70,152,222,1417554,5065364,96973,26992,2012657,6606884,8619542,12678
2026-06-11,2026,6,11,chokepoint5,Malacca Strait,64,73,20,11,50,168,218,2128645,3844613,105585,41440,2196474,6120284,8316759,12679
2026-06-12,2026,6,12,chokepoint5,Malacca Strait,54,60,19,8,70,141,211,1550328,2776419,133951,15557,2272878,4476255,6749133,12680
2026-06-13,2026,6,13,chokepoint5,Malacca Strait,54,70,22,6,75,152,227,1536251,3328487,89038,11907,2852297,4965684,7817982,12681
2026-06-14,2026,6,14,chokepoint5,Malacca Strait,70,59,22,8,65,159,224,2386351,3390599,114037,31254,2617831,5922243,8540074,12682
2026-06-15,2026,6,15,chokepoint5,Malacca Strait,62,76,19,8,62,165,227,1821105,4840767,154534,29315,1959528,6845721,8805250,12683
2026-06-16,2026,6,16,chokepoint5,Malacca Strait,67,61,14,7,83,149,232,1933532,3443217,83738,19943,1777479,5480431,7257911,12684
2026-06-17,2026,6,17,chokepoint5,Malacca Strait,49,71,18,6,60,144,204,1772019,3989658,104343,7787,2790119,5873808,8663927,12685
2026-06-18,2026,6,18,chokepoint5,Malacca Strait,46,66,21,7,70,140,210,963632,3285856,86757,21072,2808576,4357319,7165895,12686
2026-06-19,2026,6,19,chokepoint5,Malacca Strait,49,55,24,7,58,135,193,1928428,3701824,152598,26035,2383946,5808886,8192833,12687
2026-06-20,2026,6,20,chokepoint5,Malacca Strait,57,66,18,7,75,148,223,1787060,3333072,81925,20716,1987115,5222775,7209890,12688
2026-06-21,2026,6,21,chokepoint5,Malacca Strait,78,65,14,7,71,164,235,2250114,3409516,64099,29106,2399834,5752837,8152672,12689
2026-06-22,2026,6,22,chokepoint5,Malacca Strait,81,80,20,13,69,194,263,1945009,4568669,105304,32864,3723547,6651847,10375395,12690
2026-06-23,2026,6,23,chokepoint5,Malacca Strait,66,63,18,8,78,155,233,2301461,2775073,50688,33933,2259767,5161157,7420925,12691
2026-06-24,2026,6,24,chokepoint5,Malacca Strait,57,70,15,3,72,145,217,1687625,4524748,114461,5588,2122403,6332423,8454827,12692
2026-06-25,2026,6,25,chokepoint5,Malacca Strait,71,72,15,5,76,163,239,2080941,4653709,104445,0,2635996,6839096,9475093,12693
2026-06-26,2026,6,26,chokepoint5,Malacca Strait,71,72,19,7,66,169,235,2158560,5442301,92137,27138,3250545,7720136,10970681,12694
2026-06-27,2026,6,27,chokepoint5,Malacca Strait,50,78,18,9,77,155,232,1721989,3832413,111653,16705,3367183,5682762,9049946,12695
2026-06-28,2026,6,28,chokepoint5,Malacca Strait,57,68,18,7,65,150,215,1759707,3397010,128740,28135,1737611,5313593,7051204,12696
2026-06-29,2026,6,29,chokepoint5,Malacca Strait,61,58,15,1,54,135,189,1844931,3372786,43189,3521,2407375,5264429,7671804,12697
2026-06-30,2026,6,30,chokepoint5,Malacca Strait,71,77,23,6,69,177,246,2662361,4121240,218139,17369,3031348,7019111,10050460,12698
2026-06-01,2026,6,1,chokepoint6,Strait of Hormuz,0,1,0,0,1,1,2,0,52053,0,0,38238,52053,90292,17399
2026-06-02,2026,6,2,chokepoint6,Strait of Hormuz,0,1,0,1,3,2,5,0,32472,0,6245,33268,38718,71987,17400
2026-06-03,2026,6,3,chokepoint6,Strait of Hormuz,0,3,2,0,3,5,8,0,101939,1186,0,12593,103125,115719,17401
2026-06-04,2026,6,4,chokepoint6,Strait of Hormuz,0,0,2,0,1,2,3,0,0,1047,0,0,1047,1047,17402
2026-06-05,2026,6,5,chokepoint6,Strait of Hormuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17403
2026-06-06,2026,6,6,chokepoint6,Strait of Hormuz,0,2,0,0,0,2,2,0,93370,0,0,0,93370,93370,17404
2026-06-07,2026,6,7,chokepoint6,Strait of Hormuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17405
2026-06-08,2026,6,8,chokepoint6,Strait of Hormuz,2,1,3,0,1,6,7,41108,0,13545,0,6794,54653,61448,17406
2026-06-09,2026,6,9,chokepoint6,Strait of Hormuz,0,1,1,0,2,2,4,0,61289,859,0,48671,62149,110820,17407
2026-06-10,2026,6,10,chokepoint6,Strait of Hormuz,0,0,3,0,0,3,3,0,0,13825,0,0,13825,13825,17408
2026-06-11,2026,6,11,chokepoint6,Strait of Hormuz,0,0,0,0,2,0,2,0,0,0,0,11142,0,11142,17409
2026-06-12,2026,6,12,chokepoint6,Strait of Hormuz,0,0,0,0,1,0,1,0,0,0,0,11375,0,11375,17410
2026-06-13,2026,6,13,chokepoint6,Strait of Hormuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17411
2026-06-14,2026,6,14,chokepoint6,Strait of Hormuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17412
2026-06-15,2026,6,15,chokepoint6,Strait of Hormuz,0,2,3,0,1,5,6,0,85430,1089,0,0,86520,86520,17413
2026-06-16,2026,6,16,chokepoint6,Strait of Hormuz,1,0,2,0,2,3,5,393,0,2864,0,35583,3257,38841,17414
2026-06-17,2026,6,17,chokepoint6,Strait of Hormuz,2,4,2,0,0,8,8,54288,76746,4444,0,0,135479,135479,17415
2026-06-18,2026,6,18,chokepoint6,Strait of Hormuz,1,7,1,0,10,9,19,0,351944,10961,0,459872,362905,822778,17416
2026-06-19,2026,6,19,chokepoint6,Strait of Hormuz,2,1,3,0,3,6,9,48415,67620,12352,0,600658,128388,729047,17417
2026-06-20,2026,6,20,chokepoint6,Strait of Hormuz,1,6,4,0,12,11,23,16260,259184,38403,0,543037,313848,856885,17418
2026-06-21,2026,6,21,chokepoint6,Strait of Hormuz,1,2,2,0,1,5,6,0,89864,5969,0,65755,95834,161589,17419
2026-06-22,2026,6,22,chokepoint6,Strait of Hormuz,0,2,0,0,8,2,10,0,74187,0,0,337125,74187,411312,17420
2026-06-23,2026,6,23,chokepoint6,Strait of Hormuz,1,5,1,0,4,7,11,31769,171205,2188,0,835217,205162,1040380,17421
2026-06-24,2026,6,24,chokepoint6,Strait of Hormuz,5,18,2,1,18,26,44,87401,583322,1510,0,1256969,672235,1929204,17422
2026-06-25,2026,6,25,chokepoint6,Strait of Hormuz,7,12,3,0,21,22,43,57338,388502,11227,0,1383947,457068,1841015,17423
2026-06-26,2026,6,26,chokepoint6,Strait of Hormuz,2,6,2,0,17,10,27,33710,266029,13035,0,655492,312775,968267,17424
2026-06-27,2026,6,27,chokepoint6,Strait of Hormuz,3,6,6,0,9,15,24,73395,272380,56790,0,552718,402566,955285,17425
2026-06-28,2026,6,28,chokepoint6,Strait of Hormuz,2,1,2,0,6,5,11,89930,58810,5927,0,86241,154668,240909,17426
2026-06-29,2026,6,29,chokepoint6,Strait of Hormuz,4,6,2,0,12,12,24,52444,231303,27949,0,976186,311697,1287883,17427
2026-06-30,2026,6,30,chokepoint6,Strait of Hormuz,0,7,2,0,5,9,14,0,330871,2188,0,232679,333059,565738,17428
2026-06-01,2026,6,1,chokepoint7,Cape of Good Hope,26,42,8,7,24,83,107,1470715,3568037,71524,26757,866709,5137035,6003745,18977
2026-06-02,2026,6,2,chokepoint7,Cape of Good Hope,17,36,2,8,23,63,86,739798,3001355,19278,20788,849410,3781221,4630632,18978
2026-06-03,2026,6,3,chokepoint7,Cape of Good Hope,16,45,3,3,11,67,78,1105455,3424202,35892,14053,325711,4579604,4905316,18979
2026-06-04,2026,6,4,chokepoint7,Cape of Good Hope,11,39,0,3,16,53,69,823821,2905115,0,14769,779450,3743706,4523157,18980
2026-06-05,2026,6,5,chokepoint7,Cape of Good Hope,32,45,1,6,19,84,103,1770814,4769726,33517,17064,1194659,6591123,7785783,18981
2026-06-06,2026,6,6,chokepoint7,Cape of Good Hope,24,40,4,2,26,70,96,1440466,3915102,68104,0,1912208,5423673,7335882,18982
2026-06-07,2026,6,7,chokepoint7,Cape of Good Hope,25,35,3,7,30,70,100,1666452,2640112,3340,28863,1905418,4338768,6244187,18983
2026-06-08,2026,6,8,chokepoint7,Cape of Good Hope,20,48,3,7,23,78,101,1068685,4597017,39985,50548,1470006,5756237,7226243,18984
2026-06-09,2026,6,9,chokepoint7,Cape of Good Hope,20,42,5,6,15,73,88,1248252,3576099,53659,25652,962549,4903663,5866213,18985
2026-06-10,2026,6,10,chokepoint7,Cape of Good Hope,27,51,8,2,17,88,105,1911863,3436520,74031,2135,673430,5424550,6097980,18986
2026-06-11,2026,6,11,chokepoint7,Cape of Good Hope,10,46,6,3,16,65,81,577716,3079904,51861,13206,1780245,3722689,5502935,18987
2026-06-12,2026,6,12,chokepoint7,Cape of Good Hope,16,37,3,1,19,57,76,1022575,3638465,34755,0,795240,4695796,5491036,18988
2026-06-13,2026,6,13,chokepoint7,Cape of Good Hope,22,36,3,3,15,64,79,1465716,2817588,70232,12491,826431,4366028,5192459,18989
2026-06-14,2026,6,14,chokepoint7,Cape of Good Hope,24,58,2,2,21,86,107,1464706,4895725,13613,7609,1121997,6381655,7503652,18990
2026-06-15,2026,6,15,chokepoint7,Cape of Good Hope,19,42,3,5,27,69,96,956283,2739352,45729,19668,1321728,3761034,5082763,18991
2026-06-16,2026,6,16,chokepoint7,Cape of Good Hope,16,49,4,3,25,72,97,914821,3130183,73226,24380,1550181,4142610,5692792,18992
2026-06-17,2026,6,17,chokepoint7,Cape of Good Hope,14,49,4,1,15,68,83,845583,3431159,31024,4671,1129751,4312438,5442189,18993
2026-06-18,2026,6,18,chokepoint7,Cape of Good Hope,27,44,4,3,15,78,93,1540729,3126893,57754,10818,1040644,4736195,5776839,18994
2026-06-19,2026,6,19,chokepoint7,Cape of Good Hope,28,39,5,5,17,77,94,1765198,2110223,34202,6632,1046438,3916257,4962696,18995
2026-06-20,2026,6,20,chokepoint7,Cape of Good Hope,22,43,5,6,22,76,98,1196040,4166132,55246,20759,1325621,5438178,6763800,18996
2026-06-21,2026,6,21,chokepoint7,Cape of Good Hope,30,44,2,3,27,79,106,1990292,3295910,25135,20071,1369667,5331411,6701078,18997
2026-06-22,2026,6,22,chokepoint7,Cape of Good Hope,23,54,4,8,21,89,110,1356920,4370634,48971,33513,1075269,5810040,6885309,18998
2026-06-23,2026,6,23,chokepoint7,Cape of Good Hope,20,41,2,5,22,68,90,933475,3405390,7382,12810,710423,4359058,5069481,18999
2026-06-24,2026,6,24,chokepoint7,Cape of Good Hope,9,46,4,5,14,64,78,468304,3479432,69216,35757,833040,4052711,4885751,19000
2026-06-25,2026,6,25,chokepoint7,Cape of Good Hope,22,42,5,4,17,73,90,1576226,3073462,28166,17865,1067982,4695720,5763703,19001
2026-06-26,2026,6,26,chokepoint7,Cape of Good Hope,26,33,4,0,28,63,91,1774588,2330208,59906,0,1962154,4164704,6126858,19002
2026-06-27,2026,6,27,chokepoint7,Cape of Good Hope,21,53,6,4,21,84,105,1254359,3999547,37901,20607,1055452,5312416,6367869,19003
2026-06-28,2026,6,28,chokepoint7,Cape of Good Hope,14,39,1,6,19,60,79,980473,3469777,16690,13772,1229210,4480714,5709925,19004
2026-06-29,2026,6,29,chokepoint7,Cape of Good Hope,19,50,5,2,12,76,88,1063805,3268875,25478,16832,663770,4374992,5038762,19005
2026-06-30,2026,6,30,chokepoint7,Cape of Good Hope,23,46,3,4,26,76,102,1343433,4149473,28991,21093,2043410,5542990,7586401,19006
2026-06-01,2026,6,1,chokepoint8,Gibraltar Strait,36,21,25,4,36,86,122,1080049,555244,137022,12622,1376926,1784940,3161866,23755
2026-06-02,2026,6,2,chokepoint8,Gibraltar Strait,38,23,26,9,40,96,136,1475788,1125360,70377,24402,1374069,2695927,4069997,23756
2026-06-03,2026,6,3,chokepoint8,Gibraltar Strait,25,25,21,6,34,77,111,903325,1115087,72153,14021,854618,2104588,2959206,23757
2026-06-04,2026,6,4,chokepoint8,Gibraltar Strait,34,22,23,4,51,83,134,1109185,602873,94861,4603,1504090,1811523,3315614,23758
2026-06-05,2026,6,5,chokepoint8,Gibraltar Strait,18,30,21,8,35,77,112,826726,1169220,81324,26740,1015188,2104012,3119200,23759
2026-06-06,2026,6,6,chokepoint8,Gibraltar Strait,34,27,26,3,52,90,142,951926,887417,89280,5442,1662348,1934066,3596415,23760
2026-06-07,2026,6,7,chokepoint8,Gibraltar Strait,41,29,13,3,34,86,120,1268408,1241502,51407,5144,1568278,2566463,4134741,23761
2026-06-08,2026,6,8,chokepoint8,Gibraltar Strait,36,23,23,5,54,87,141,1067446,687455,69462,19639,1497575,1844004,3341579,23762
2026-06-09,2026,6,9,chokepoint8,Gibraltar Strait,28,35,25,4,32,92,124,676921,1379563,92519,4673,1151889,2153678,3305567,23763
2026-06-10,2026,6,10,chokepoint8,Gibraltar Strait,33,35,14,4,45,86,131,997269,1216944,49104,16033,1208068,2279351,3487420,23764
2026-06-11,2026,6,11,chokepoint8,Gibraltar Strait,28,35,17,2,60,82,142,1175413,1462711,92712,955,1777808,2731792,4509601,23765
2026-06-12,2026,6,12,chokepoint8,Gibraltar Strait,31,35,22,3,31,91,122,1277198,1342255,60270,2834,716586,2682559,3399145,23766
2026-06-13,2026,6,13,chokepoint8,Gibraltar Strait,33,43,34,6,47,116,163,752586,1827467,116126,8891,1366469,2705071,4071541,23767
2026-06-14,2026,6,14,chokepoint8,Gibraltar Strait,25,25,21,11,32,82,114,761838,1070340,103811,29005,1119228,1964996,3084224,23768
2026-06-15,2026,6,15,chokepoint8,Gibraltar Strait,42,31,25,3,40,101,141,1313842,1344454,87433,2132,1257415,2747862,4005278,23769
2026-06-16,2026,6,16,chokepoint8,Gibraltar Strait,29,27,24,7,50,87,137,658577,1103860,102320,20548,1833320,1885306,3718626,23770
2026-06-17,2026,6,17,chokepoint8,Gibraltar Strait,45,23,23,8,24,99,123,1404107,739423,55440,18057,918717,2217028,3135746,23771
2026-06-18,2026,6,18,chokepoint8,Gibraltar Strait,32,40,25,4,39,101,140,984896,1418931,85464,7804,1158399,2497097,3655496,23772
2026-06-19,2026,6,19,chokepoint8,Gibraltar Strait,21,25,32,6,48,84,132,694448,926075,103668,11602,1982458,1735795,3718254,23773
2026-06-20,2026,6,20,chokepoint8,Gibraltar Strait,32,37,30,7,57,106,163,1164305,1453494,97860,11814,1905044,2727473,4632518,23774
2026-06-21,2026,6,21,chokepoint8,Gibraltar Strait,32,30,19,1,42,82,124,1141036,1198945,82924,4132,1279453,2427038,3706491,23775
2026-06-22,2026,6,22,chokepoint8,Gibraltar Strait,39,28,24,6,51,97,148,948845,1030784,92890,27302,1852029,2099823,3951852,23776
2026-06-23,2026,6,23,chokepoint8,Gibraltar Strait,23,33,23,5,49,84,133,666325,1060656,84684,13426,1601941,1825091,3427033,23777
2026-06-24,2026,6,24,chokepoint8,Gibraltar Strait,37,24,17,4,43,82,125,1157651,1257015,56731,6504,1480349,2477902,3958252,23778
2026-06-25,2026,6,25,chokepoint8,Gibraltar Strait,21,30,22,4,39,77,116,800407,1318967,79415,3964,808032,2202755,3010787,23779
2026-06-26,2026,6,26,chokepoint8,Gibraltar Strait,40,33,21,1,41,95,136,1269146,1053671,59707,0,1344937,2382525,3727462,23780
2026-06-27,2026,6,27,chokepoint8,Gibraltar Strait,33,29,21,5,52,88,140,866481,1252855,98690,15445,1594420,2233473,3827893,23781
2026-06-28,2026,6,28,chokepoint8,Gibraltar Strait,33,15,30,7,44,85,129,900589,590488,133631,28090,1892212,1652800,3545013,23782
2026-06-29,2026,6,29,chokepoint8,Gibraltar Strait,32,20,35,3,50,90,140,833443,1040835,154063,1400,1575283,2029743,3605027,23783
2026-06-30,2026,6,30,chokepoint8,Gibraltar Strait,26,20,23,6,58,75,133,816150,556945,91641,28239,1683034,1492976,3176010,23784
2026-06-01,2026,6,1,chokepoint9,Dover Strait,38,23,34,9,57,104,161,1061651,718254,105910,22028,1498655,1907845,3406501,24133
2026-06-02,2026,6,2,chokepoint9,Dover Strait,30,21,47,10,58,108,166,982718,708122,140144,16953,1097691,1847938,2945630,24134
2026-06-03,2026,6,3,chokepoint9,Dover Strait,37,23,31,9,56,100,156,1032654,678491,68026,29652,1384762,1808824,3193586,24135
2026-06-04,2026,6,4,chokepoint9,Dover Strait,37,17,37,8,61,99,160,897119,589777,145268,20943,1120492,1653107,2773600,24136
2026-06-05,2026,6,5,chokepoint9,Dover Strait,30,23,24,11,58,88,146,1066312,1045694,88848,18762,1513766,2219616,3733383,24137
2026-06-06,2026,6,6,chokepoint9,Dover Strait,42,26,39,11,54,118,172,1206525,933119,133158,24519,1287923,2297323,3585246,24138
2026-06-07,2026,6,7,chokepoint9,Dover Strait,32,26,40,8,59,106,165,938060,963081,132888,17241,1462991,2051271,3514262,24139
2026-06-08,2026,6,8,chokepoint9,Dover Strait,38,26,38,6,61,108,169,825144,1086083,95919,18606,1635496,2025754,3661250,24140
2026-06-09,2026,6,9,chokepoint9,Dover Strait,33,26,36,13,52,108,160,787022,783472,115063,38145,822833,1723704,2546537,24141
2026-06-10,2026,6,10,chokepoint9,Dover Strait,33,26,41,17,54,117,171,806547,1148566,120584,47662,1179251,2123360,3302611,24142
2026-06-11,2026,6,11,chokepoint9,Dover Strait,36,27,35,12,48,110,158,939489,1352282,129975,23447,467137,2445195,2912332,24143
2026-06-12,2026,6,12,chokepoint9,Dover Strait,32,30,37,11,62,110,172,769720,1268059,109744,29249,1626916,2176774,3803691,24144
2026-06-13,2026,6,13,chokepoint9,Dover Strait,36,20,51,11,55,118,173,1017830,725038,129096,22720,1089338,1894687,2984025,24145
